id,brand,title,description,price,priceCurrency,cluster_id,url,title_description,model,model_number,product_type,chipset_name,vram_gb,storage_gb,read_speed_mb_s,write_speed_mb_s,bus_type,interface_type,width_mm,length_mm,height_mm,weight_g,storage_connection_type,memory_type,color,form_factor
21069309,Seagate,8TB - Seagate Enterprise Ironwolf Pro SATA - ST8000NE0004,"Seagate IronWolf Pro ST8000NE0004 8TB 7200 RPM 128MB Cache SATA 6.0Gb/s 3.5\"" Internal Hard Drive Bare Drive.Tough, ready and scalable, Seagate IronWolf Pro drives (up to 10TB) come with AgileArray technology focusing on drive balance, RAID optimization with error recovery control, and power management on NAS enclosures.You also have Rescue Data Recovery service for that extra peace of mind your digital assets can appreciate. Optimized for 1-to-16-bay NAS enclosures for creative pro and small- to medium-sized enterprise enclosures, IronWolf Pro drives are enhanced with AgileArray technology and Rotational Vibration (RV) sensors.Specifications:GENERALInterfaceSATA 6Gb/sBytes per Sector512Buffer Size128 MBWeight23.98 ozManufacturerSeagate TechnologyMISCELLANEOUSMTBF1200000 secINTERFACE PROVIDEDQty1Storage InterfaceSerial ATA-600EXPANSION & CONNECTIVITYInterfaces1 x SATA 6 Gb/sHARD DRIVEForm Factor3.5\""Spindle Speed7200 rpmFeatures24x7 availability, AgileArray, Hot-Plug Support, rotation vibration sensorHard Drive Typeinternal hard driveForm Factor (Short)3.5\""Form Factor (metric)8.9 cmForm Factor (Short) (metric)8.9 cmStorage InterfaceSerial ATA-600InterfaceSerial ATA-600Average Latency4.16 msData Transfer Rate600 MBpsInternal Data Rate214 MBpsBuffer Size128 MBBytes per Sector512 HzNon-Recoverable Errors1 per 10^15PERFORMANCEInternal Data Rate214 MBpsDrive Transfer Rate600 MBps (external)Average Latency4.16 msSpindle Speed7200 rpmENVIRONMENTAL PARAMETERSMin Storage Temperature-40°FMax Storage Temperature158°FMin Operating Temperature41°FMax Operating Temperature140°FHEADERBrandSeagateProduct LineSeagate IronWolf ProModelST4000NE0025Packaged Quantity1CompatibilityPCBundled withSeagate Rescue Data RecoveryPOWER CONSUMPTIONModeactive, idle, sleep, standbyValue0.8 Watt, 6 Watt, 6.7 WattDIMENSIONS & WEIGHTWidth4 inDepth5.8 inHeight1 inWeight23.98 ozSERVICE & SUPPORTType5 years warrantySERVICE & SUPPORT DETAILSService Includeddata recoveryFull Contract Period2 years, 5 yearsTypeinsurance, limited warrantySHOCK & VIBRATION TOLERANCEShock Acceleration (Operating)70 gShock Duration (Operating)2 msShock Acceleration (Non-operating)300 gShock Duration (Non-operating)2 msVibration Acceleration (Non-operating)5 gVibration Frequency Range (Non-operating)10-500 HzRELIABILITYNon-Recoverable Errors1 per 10^15MTBF1,200,000 hoursGENERALManufacturerSeagate Technology",301.0,USD,469422,https://qnapdirect.com/products/8tb-seagate-enterprise-ironwolf-pro-sata-st8000ne0004,"8TB - Seagate Enterprise Ironwolf Pro SATA - ST8000NE0004. Description: Seagate IronWolf Pro ST8000NE0004 8TB 7200 RPM 128MB Cache SATA 6.0Gb/s 3.5\"" Internal Hard Drive Bare Drive.Tough, ready and scalable, Seagate IronWolf Pro drives (up to 10TB) come with AgileArray technology focusing on drive balance, RAID optimization with error recovery control, and power management on NAS enclosures.You also have Rescue Data Recovery service for that extra peace of mind your digital assets can appreciate. Optimized for 1-to-16-bay NAS enclosures for creative pro and small- to medium-sized enterprise enclosures, IronWolf Pro drives are enhanced with AgileArray technology and Rotational Vibration (RV) sensors.Specifications:GENERALInterfaceSATA 6Gb/sBytes per Sector512Buffer Size128 MBWeight23.98 ozManufacturerSeagate TechnologyMISCELLANEOUSMTBF1200000 secINTERFACE PROVIDEDQty1Storage InterfaceSerial ATA-600EXPANSION & CONNECTIVITYInterfaces1 x SATA 6 Gb/sHARD DRIVEForm Factor3.5\""Spindle Speed7200 rpmFeatures24x7 availability, AgileArray, Hot-Plug Support, rotation vibration sensorHard Drive Typeinternal hard driveForm Factor (Short)3.5\""Form Factor (metric)8.9 cmForm Factor (Short) (metric)8.9 cmStorage InterfaceSerial ATA-600InterfaceSerial ATA-600Average Latency4.16 msData Transfer Rate600 MBpsInternal Data Rate214 MBpsBuffer Size128 MBBytes per Sector512 HzNon-Recoverable Errors1 per 10^15PERFORMANCEInternal Data Rate214 MBpsDrive Transfer Rate600 MBps (external)Average Latency4.16 msSpindle Speed7200 rpmENVIRONMENTAL PARAMETERSMin Storage Temperature-40°FMax Storage Temperature158°FMin Operating Temperature41°FMax Operating Temperature140°FHEADERBrandSeagateProduct LineSeagate IronWolf ProModelST4000NE0025Packaged Quantity1CompatibilityPCBundled withSeagate Rescue Data RecoveryPOWER CONSUMPTIONModeactive, idle, sleep, standbyValue0.8 Watt, 6 Watt, 6.7 WattDIMENSIONS & WEIGHTWidth4 inDepth5.8 inHeight1 inWeight23.98 ozSERVICE & SUPPORTType5 years warrantySERVICE & SUPPORT DETAILSService Includeddata recoveryFull Contract Period2 years, 5 yearsTypeinsurance, limited warrantySHOCK & VIBRATION TOLERANCEShock Acceleration (Operating)70 gShock Duration (Operating)2 msShock Acceleration (Non-operating)300 gShock Duration (Non-operating)2 msVibration Acceleration (Non-operating)5 gVibration Frequency Range (Non-operating)10-500 HzRELIABILITYNon-Recoverable Errors1 per 10^15MTBF1,200,000 hoursGENERALManufacturerSeagate Technology",Seagate IronWolf Pro,ST8000NE0004,HDD,,,8000.0,,,SATA,SATA,101.6,,25.4,679.82101,"3.5"" Internal Hard Drive",,,"3.5"""
78470119,Seagate,8TB - Seagate Archive HDD - ST8000AS0002,"Seagate ST8000AS0002 Archive HDD 8TB SATA-6Gb/s, 128MB Cache, with SMR Technology. 3 year warranty.",292.15,USD,153558,https://qnapdirect.com/products/8tb-seagate-archive-hdd-st8000as0002-st8000as0002,"8TB - Seagate Archive HDD - ST8000AS0002. Description: Seagate ST8000AS0002 Archive HDD 8TB SATA-6Gb/s, 128MB Cache, with SMR Technology. 3 year warranty.",Archive HDD,ST8000AS0002,HDD,,,8000.0,,,SATA,SATA,,,,,,,,
77445063,Samsung,2TB - Samsung 970 EVO Plus NVMe - MZ-V7S2T0B/AM,"[shortdesc]Samsung 970 EVO Plus SSD 2TB - M.2 NVMe Interface Internal Solid State Drive with V-NAND Technology (MZ-V7S2T0B/AM)[/shortdesc]Always Evolving SSDThe ultimate in performance, upgraded. Faster than the 970 EVO, the 970 EVO Plus is powered by the latest V-NAND technology and firmware optimization. It maximizes the potential of NVMe bandwidth for unbeatable computing. Comes in capacities of up to 2TB, with reliability of up to 1,200 TBW.",525.0,USD,510102,https://qnapdirect.com/products/2tb-samsung-970-evo-plus-nvme-mz-v7s2t0b-am,"2TB - Samsung 970 EVO Plus NVMe - MZ-V7S2T0B/AM. Description: [shortdesc]Samsung 970 EVO Plus SSD 2TB - M.2 NVMe Interface Internal Solid State Drive with V-NAND Technology (MZ-V7S2T0B/AM)[/shortdesc]Always Evolving SSDThe ultimate in performance, upgraded. Faster than the 970 EVO, the 970 EVO Plus is powered by the latest V-NAND technology and firmware optimization. It maximizes the potential of NVMe bandwidth for unbeatable computing. Comes in capacities of up to 2TB, with reliability of up to 1,200 TBW.",970 EVO Plus,MZ-V7S2T0B/AM,SSD,,,2000.0,,,,NVMe,,,,,M.2,,,M.2
48383584,Hewlett Packard Enterprise,"Hewlett Packard Enterprise 1TB 3.5\"" SATA III 3.5\"" 1000 GB Serial ATA III","1TB, 3.5\"", SATA III, 7.2K rpm, LFF, SC, MDL",138.58,EUR,757118,https://compudeals.ie/bigfoot-gaming/internal-hard-drives/hewlett-packard-enterprise-1tb-3-5-sata-iii-3-5-1000-gb-serial-ata-iii.html,"Hewlett Packard Enterprise 1TB 3.5\"" SATA III 3.5\"" 1000 GB Serial ATA III. Description: 1TB, 3.5\"", SATA III, 7.2K rpm, LFF, SC, MDL",,,HDD,,,1000.0,,,SATA III,Serial ATA III,,,,,3.5-inch SATA,,,"3.5"""
81145706,Corsair,Corsair CMFVY3A-128GB 128 GB USB 3.0 Flash Voyager Flash Drive,• Durable rubber housing• Water resistant• Shock proof• Backward compatible with USB 2.0• Warranty: 5 Years,58.06,USD,2359996,https://www.thebrandsdepot.com/corsair-cmfvy3a-128gb-128-gb-usb-3-0-flash-voyager-flash-drive.html,Corsair CMFVY3A-128GB 128 GB USB 3.0 Flash Voyager Flash Drive. Description: • Durable rubber housing• Water resistant• Shock proof• Backward compatible with USB 2.0• Warranty: 5 Years,Flash Voyager,CMFVY3A-128GB,USB_STICK,,,128.0,,,USB 3.1,,,,,,,,,
28803055,Toshiba,"HDD desktop Toshiba P300 (3.5"" 2TB, 7200RPM, 64MB, NCQ, AF, SATAIII), bulk","HDD Desktop - Drive ConfigurationLocatia dispozitivului:InternalFactor de forma:3.5""Capacitate de stocare:2 TBSuporta canal de date:SATA III-600Capacitatea de schimbare:ColdCapacitate de stocare instalata a memoriei cache:64 MBCapacitatea maxima a sectorului:512 BHDD Desktop - PerformanceViteza de rotatie:7200 rpmRata de transfer extern a datelor sustinuta:6 GbpsFiabilitateCaracteristici:Native Command Queuing (NCQ) Advanced Format (AF)HDD Desktop - Dimensions&WeightAdancime:147 mmInaltime:26.1 mmLatime:101.6 mmGreutate nominala:0.45 kgTip pachet:Oem",283.07,RON,1984832,https://shop.one-it.ro/hard-disc-uri/hdd-2tb-7200-64mb-s-ata3-p300-toshiba-hdwd120uzsva.html,"HDD desktop Toshiba P300 (3.5"" 2TB, 7200RPM, 64MB, NCQ, AF, SATAIII), bulk. Description: HDD Desktop - Drive ConfigurationLocatia dispozitivului:InternalFactor de forma:3.5""Capacitate de stocare:2 TBSuporta canal de date:SATA III-600Capacitatea de schimbare:ColdCapacitate de stocare instalata a memoriei cache:64 MBCapacitatea maxima a sectorului:512 BHDD Desktop - PerformanceViteza de rotatie:7200 rpmRata de transfer extern a datelor sustinuta:6 GbpsFiabilitateCaracteristici:Native Command Queuing (NCQ) Advanced Format (AF)HDD Desktop - Dimensions&WeightAdancime:147 mmInaltime:26.1 mmLatime:101.6 mmGreutate nominala:0.45 kgTip pachet:Oem",P300,,HDD,,,2000.0,,,SATA,,26.1,147.0,101.6,450.0,"3.5""",,,"3.5"""
52336194,Samsung,Samsung Portable SSD T5 MU-PA500solid state drive - 500 GB - USB 3.1 Gen 2,"The Samsung Portable SSD T5 elevates data transfer speeds to the next level and unleashes an advanced experience in external storage. With a compact and durable design and password protection, the T5 is truly easy to carry and stores data securely.",106.79,GBP,236259,https://www.uk.insight.com/en-gb/productinfo/external-hard-disk-drives/0007323874-00000001,"Samsung Portable SSD T5 MU-PA500solid state drive - 500 GB - USB 3.1 Gen 2. Description: The Samsung Portable SSD T5 elevates data transfer speeds to the next level and unleashes an advanced experience in external storage. With a compact and durable design and password protection, the T5 is truly easy to carry and stores data securely.",Portable SSD T5,WDS200T2B0A,SSD,,,500.0,,,USB 3.1 Gen 1,,,,,,,,,
34223096,Samsung,Samsung 970 EVO Plus SSD M.2 2280 - 250GB,"SSD (Solid state drive), 250 GB, intern, Datenübertragungsrate: 3500 MBps (lesen) / 2300 MBps (schreiben), IOPS: 250000 (lesen) / 550000 (schreiben), 512MB LPDDR4 cache, M.2 2280 (80mm), M.2 2280 (80mm), PCI-Express 3.0 x4 NVMe 1.3 (Non-Volatile Memory Express), 256-bit AES kryptering, TCG Opal Encryption - Samsung Phoenix Controller",67.32,EUR,993500,https://www.proshop.de/SSD/Samsung-970-EVO-Plus-SSD-M2-2280-250GB/2695177,"Samsung 970 EVO Plus SSD M.2 2280 - 250GB. Description: SSD (Solid state drive), 250 GB, intern, Datenübertragungsrate: 3500 MBps (lesen) / 2300 MBps (schreiben), IOPS: 250000 (lesen) / 550000 (schreiben), 512MB LPDDR4 cache, M.2 2280 (80mm), M.2 2280 (80mm), PCI-Express 3.0 x4 NVMe 1.3 (Non-Volatile Memory Express), 256-bit AES kryptering, TCG Opal Encryption - Samsung Phoenix Controller",970 EVO Plus,,SSD,,,250.0,2300.0,3500.0,PCIe 4.0 x4,NVMe,,,,,M.2,LPDDR4,,M.2 2280 (80mm)
37559181,Asus,ASUS Turbo -RTX2070S-8G-EVO NVIDIA GeForce RTX 2070 SUPER 8 GB GDDR6,"Turbo -RTX2070S-8G-EVO, GeForce RTX 2070 SUPER, 8 GB, GDDR6, 256 bit, 7680 x 4320 Pixeles, PCI Express 3.0",602.51,EUR,2566778,https://powertechbcn.com/es/tarjetas-graficas/779-asus-turbo-rtx2070s-8g-evo-nvidia-geforce-rtx-2070-super-8-gb-gddr6-4718017432771.html,"ASUS Turbo -RTX2070S-8G-EVO NVIDIA GeForce RTX 2070 SUPER 8 GB GDDR6. Description: Turbo -RTX2070S-8G-EVO, GeForce RTX 2070 SUPER, 8 GB, GDDR6, 256 bit, 7680 x 4320 Pixeles, PCI Express 3.0",Turbo -RTX2070S-8G-EVO,08G-P4-3071-KR,GPU,GeForce RTX 2070 Super,8.0,,,,PCIe 3.0,,,,,,,GDDR6,,
22045929,ADATA,# XPG Gammix S50 M.2 PCIe Gen4x4 M.2 2280 SSD # 1TB,Buy # XPG Gammix S50 M.2 PCIe Gen4x4 M.2 2280 SSD # 1TB .Lots of discount and promotional sales.,978.0,RM,1347815,https://www.lelong.com.my/xpg-gammix-s50-m-2-pcie-gen4x4-m-2-2280-ssd-1tb-lingloong-I6296779-2007-01-Sale-I.htm,# XPG Gammix S50 M.2 PCIe Gen4x4 M.2 2280 SSD # 1TB. Description: Buy # XPG Gammix S50 M.2 PCIe Gen4x4 M.2 2280 SSD # 1TB .Lots of discount and promotional sales.,Gammix S50,,SSD,,,1000.0,,,PCIe 3.0 x4,,,,,,M.2,,,M.2 2280
60926906,Lenovo,Lenovo 1TB PCI-Express 3.0 x4 NVME TLC Internal Solid State Drive (SSD) 4XB0N10301,Lenovo 1TB PCI-Express 3.0 x4 NVME TLC Internal Solid State Drive (SSD) 4XB0N10301,414.99,USD,913397,https://www.newegg.com/lenovo-1tb/p/1Z4-000G-002Y0,Lenovo 1TB PCI-Express 3.0 x4 NVME TLC Internal Solid State Drive (SSD) 4XB0N10301. Description: Lenovo 1TB PCI-Express 3.0 x4 NVME TLC Internal Solid State Drive (SSD) 4XB0N10301,,4XB0N10301,SSD,,,1000.0,,,PCIe 4.0 x4,NVME,,,,,,,,
10180465,Asus,"ASUS NVIDIA GeForce GT710 2GB GDDR5 - 0dB, Low profile design","ASUS NVIDIA GEFORCE GT710 2GB GDDR5 - 0dB, Low profile designSpecifications:Powered by NVIDIAGeForce GT7102GB GDDR5 video memoryVariety of connections; DVI-D/HDMI/D-sub and HDCPMicrosoft DirectX12 & OpenLG 4.5 supportASUS exclusive GPU Tweak II UtilityLow profile design, perfect for smaller machines0dB silent passive cooling100% Fully autimated desgin, Most reliableBuilt in gaming booster which effects; visual effects, system services and memory defragmentation",75.99,GBP,2751278,https://www.pcsuppliesuk.com/epages/es145536.sf/en_GB/?ObjectPath=/Shops/es145536/Products/GT710-SL-2GD5,"ASUS NVIDIA GeForce GT710 2GB GDDR5 - 0dB, Low profile design. Description: ASUS NVIDIA GEFORCE GT710 2GB GDDR5 - 0dB, Low profile designSpecifications:Powered by NVIDIAGeForce GT7102GB GDDR5 video memoryVariety of connections; DVI-D/HDMI/D-sub and HDCPMicrosoft DirectX12 & OpenLG 4.5 supportASUS exclusive GPU Tweak II UtilityLow profile design, perfect for smaller machines0dB silent passive cooling100% Fully autimated desgin, Most reliableBuilt in gaming booster which effects; visual effects, system services and memory defragmentation",,,GPU,GeForce GT 710,2.0,,,,,,,,,,,GDDR5,,Low profile
75028693,Western Digital,"Western Digital SSD 1TB, Green, SATA3, 2.5 inch","SSD WD, 1TB, Green, SATA3, 2.5 inch, Read/Write speed: 540/465 MB/s",,,29428,https://www.badabum.ro/solid-state-drive-ssd/western-digital/157539-ssd-1tb-green-sata3-2-5-inch,"Western Digital SSD 1TB, Green, SATA3, 2.5 inch. Description: SSD WD, 1TB, Green, SATA3, 2.5 inch, Read/Write speed: 540/465 MB/s",Green,,SSD,,,1000.0,540.0,465.0,SATA III,SATA,,,,,2.5-inch SATA,,Green,2.5 inch
59294265,Crucial,Crucial P5 M.2-2280 2TB PCI Express 3.0 x4 NVMe Solid State Drive,Massive 2TB storage capacity and super Fast 3400Mbps read speed and amazingly Rapid 3000Mbps write speed.,325.49,GBP,1196065,https://www.cclonline.com/product/322900/CT2000P5SSD8/Solid-State-Drives-SSDs-/Crucial-P5-2TB-M-2-2280-PCIe-Gen3-x4-NVMe-Internal-Solid-State-Drive/SSD1286,Crucial P5 M.2-2280 2TB PCI Express 3.0 x4 NVMe Solid State Drive. Description: Massive 2TB storage capacity and super Fast 3400Mbps read speed and amazingly Rapid 3000Mbps write speed.,P5,,SSD,,,2000.0,3000.0,3400.0,PCIe 4.0 x4,NVMe,,,,,M.2,,,M.2-2280
12064785,Kingston,Kingston Technology A400 M.2 120 GB Serial ATA III TLC,SSD,32.9,EUR,510100,https://www.unieuro.it/online/SSD/A400-pidKINSA400M8120G,Kingston Technology A400 M.2 120 GB Serial ATA III TLC. Description: SSD,A400,,SSD,,,120.0,,,SATA III,Serial ATA III,,,,,M.2,,,M.2
34253861,Sandisk,USB3.0 FLASH DRIVE - SANDISK 128GB ULTRA(SDCZ48-128G-U46),"SanDisk Ultra USB 3.0 Flash Drive 128GB The SanDisk Ultra USB 3.0 Flash Drive combines faster data speeds and generous capacity in a compact, stylish package. With transfer speeds of up to 130MB the SanDisk Ultra USB 3.0 Flash Drive reduces the time you'll spend waiting for files to move from the flash drive to your computer. Enabled for USB 3.0, this fast drive lets you transfer and store large files up to ten times faster than USB 2.0 drives.5 Years Warranty",4250.0,LKR,36163,https://sense.lk/product/usb3-0-flash-drive-sandisk-128gb-ultra-sdcz48-128g-u46,"USB3.0 FLASH DRIVE - SANDISK 128GB ULTRA(SDCZ48-128G-U46). Description: SanDisk Ultra USB 3.0 Flash Drive 128GB The SanDisk Ultra USB 3.0 Flash Drive combines faster data speeds and generous capacity in a compact, stylish package. With transfer speeds of up to 130MB the SanDisk Ultra USB 3.0 Flash Drive reduces the time you'll spend waiting for files to move from the flash drive to your computer. Enabled for USB 3.0, this fast drive lets you transfer and store large files up to ten times faster than USB 2.0 drives.5 Years Warranty",Ultra,SDCZ48-128G-U46,USB_STICK,,,128.0,,,USB 3.0,,,,,,,,,
16352584,MSI,MSI GeForce GTX 1660 Ti 6GB Ventus XS Boost Graphics Card,Available @ CCL: MSI GeForce GTX 1660 Ti Ventus XS 6GB Overclocked Graphics Card. HDMI and DisplayPort inputs. Direct X 12 Support. VR Ready.,282.95,GBP,738743,https://www.cclonline.com/product/273545/GTX-1660-Ti-VENTUS-XS-6G-OC/Graphics-Cards/MSI-GeForce-GTX-1660-Ti-VENTUS-XS-6G-OC-Graphics-Card/VGA5470,MSI GeForce GTX 1660 Ti 6GB Ventus XS Boost Graphics Card. Description: Available @ CCL: MSI GeForce GTX 1660 Ti Ventus XS 6GB Overclocked Graphics Card. HDMI and DisplayPort inputs. Direct X 12 Support. VR Ready.,GeForce GTX 1660 Ti 6GB Ventus XS Boost,,GPU,GeForce GTX 1660 Ti,6.0,,,,,,,,,,,,,
44467616,Gigabyte,Gigabyte NVIDIA GeForce RTX 2070 SUPER 8GB GAMING OC 3X Turing Graphics Card,"Gigabyte GeForce RTX 2070 SUPER GAMING OC 3X 8GB GDDR6 Ray-Tracing Graphics Card, 2560 Core, 1605MHz GPU, 1815MHz Boost",441.98,GBP,289846,https://www.scan.co.uk/products/gigabyte-geforce-rtx-2070-super-gaming-oc-3x-8gb-gddr6-ray-tracing-graphics-card-2560-core-1605mhz-g,"Gigabyte NVIDIA GeForce RTX 2070 SUPER 8GB GAMING OC 3X Turing Graphics Card. Description: Gigabyte GeForce RTX 2070 SUPER GAMING OC 3X 8GB GDDR6 Ray-Tracing Graphics Card, 2560 Core, 1605MHz GPU, 1815MHz Boost",NVIDIA GeForce RTX 2070 SUPER 8GB GAMING OC 3X,,GPU,GeForce RTX 2070 Super,8.0,,,,,,,,,,,GDDR6,,
75130066,Transcend,"Transcend 25H3 Series2.0TB 2.5\"" SuperSpeed USB 3.1, PURPLE","Transcend StoreJet 25H3 Series - 2.0TB 2.5\""External HDD - SuperSpeed USB 3.1, Plug & Play, USB Powered - Rugged Design - PURPLE",1587.0,ZAR,6279386,https://www.tamcanit.co.za/transcend-25h3-series20tb-25-superspeed-usb-31-purple,"Transcend 25H3 Series2.0TB 2.5\"" SuperSpeed USB 3.1, PURPLE. Description: Transcend StoreJet 25H3 Series - 2.0TB 2.5\""External HDD - SuperSpeed USB 3.1, Plug & Play, USB Powered - Rugged Design - PURPLE",StoreJet 25H3 Series,,HDD,,,2000.0,,,USB 3.0,,,,,,,,PURPLE,"2.5"""
81363308,Intel,Intel 660p Series M.2 NVMe SSD 1TB,"Meet today’s storage needs and prepare for the growing demands of tomorrow with the Intel SSD 660p Series built on Intel QLC 3D NAND technology. The Intel SSD 660p is the first QLC-based client PCIe SSD in the industry, continuing Intel’s leadership in flash cell technology and quality manufacturing, featuring a 1TB capacity and sequential read/write speeds of 1,800MB/s. The SSD 660p finally fits low-cost and high-capacity into one drive.",195.0,AUD,384084,https://www.auspcmarket.com.au/storage-drives/ssd-drives/m-2-ssds/intel-660p-series-m-2-nvme-ssd-1tb,"Intel 660p Series M.2 NVMe SSD 1TB. Description: Meet today’s storage needs and prepare for the growing demands of tomorrow with the Intel SSD 660p Series built on Intel QLC 3D NAND technology. The Intel SSD 660p is the first QLC-based client PCIe SSD in the industry, continuing Intel’s leadership in flash cell technology and quality manufacturing, featuring a 1TB capacity and sequential read/write speeds of 1,800MB/s. The SSD 660p finally fits low-cost and high-capacity into one drive.",660p Series,,SSD,,,1000.0,1800.0,1800.0,PCIe 3.0,NVMe,,,,,M.2,,,M.2
72591161,Palit,Palit GeForce GTX 1660 Ti STORMX 6GB DDR6 Graphics Card,"GTX 1660 Ti, 6GB GDDR6, VR Ready",249.99,GBP,2838344,https://www.ebuyer.com/878218-palit-geforce-gtx-1660-ti-stormx-6gb-ddr6-graphics-card-ne6166t018j9-161f,"Palit GeForce GTX 1660 Ti STORMX 6GB DDR6 Graphics Card. Description: GTX 1660 Ti, 6GB GDDR6, VR Ready",GeForce GTX 1660 Ti STORMX,,GPU,GeForce GTX 1660 Ti,6.0,,,,,,,,,,,GDDR6,,
90993338,Western Digital,WD Black 1 TB/3.5-inch/SATA 6/7200 RPM/64 MB,"Mpn: WD1003FZEXVendor:Western DigitalWD Black 1 TB/3.5-inch/SATA 6/7200 RPM/64 MBWD Black 1TBOur all new next-generation WD Black drives deliver improved performance that heightens the experience of your PC playground. These performance drives offer enhanced features over the previous generation to maximize system performance, allowing you to have more fun creating while spending less time waitingFeaturesInspiring performance and capacityHigh resolution for a high definition worldSmarter than the average driveAction meets stable tractionProtecting your momentsEfficient dual processingIndustry leading 5-year limited warranty",132.0,AUD,4653452,https://www.ishoptech.com.au/products/wd1003fzex-2,"WD Black 1 TB/3.5-inch/SATA 6/7200 RPM/64 MB. Description: Mpn: WD1003FZEXVendor:Western DigitalWD Black 1 TB/3.5-inch/SATA 6/7200 RPM/64 MBWD Black 1TBOur all new next-generation WD Black drives deliver improved performance that heightens the experience of your PC playground. These performance drives offer enhanced features over the previous generation to maximize system performance, allowing you to have more fun creating while spending less time waitingFeaturesInspiring performance and capacityHigh resolution for a high definition worldSmarter than the average driveAction meets stable tractionProtecting your momentsEfficient dual processingIndustry leading 5-year limited warranty",Black,ST10000NM0086,HDD,,,1000.0,,,SATA III,SATA,,,,,3.5-inch SATA,,,3.5-inch
68759701,Western Digital,WD My Passport USB 3.0 Portable Hard Drive Orange 4TB,"The 4TB WD My Passport USB 3.0 Portable Hard Drive in Orange features auto back-up, password protection and Western Digital also include a 3 year warranty",108.89,GBP,920756,https://www.picstop.co.uk/external-hard-drives/wd-my-passport-usb-30-portable-hard-drive-orange-4tb.html,"WD My Passport USB 3.0 Portable Hard Drive Orange 4TB. Description: The 4TB WD My Passport USB 3.0 Portable Hard Drive in Orange features auto back-up, password protection and Western Digital also include a 3 year warranty",My Passport,,HDD,,,4000.0,,,USB 3.0,,,,,,,,Orange,
37417537,Seagate,Seagate IronWolf 10 To (NAS),"Seagate IronWolf NAS 10TB 3.5\"" SATA III, 5 - 70 °C, -40 - 70 °C, Série ATA III, Disque dur",294.9,EUR,4016786,http://shop2.ingedus.com/hdd-format-3/11999-seagate-10-to-7200tr-256mo-ironwolf.html,"Seagate IronWolf 10 To (NAS). Description: Seagate IronWolf NAS 10TB 3.5\"" SATA III, 5 - 70 °C, -40 - 70 °C, Série ATA III, Disque dur",IronWolf,,HDD,,,10000.0,,,SATA,Série ATA III,,,,,"3.5"" SATA III",,,"3.5"""
20847402,Intel,Intel 660p M.2 2TB NVMe PCIe 3.0 x4 3D NAND SSD,Brand: Intel Intel SSD 660p Series 512GB M.2,1090.0,AED,972766,https://www.faitein.com/store/intel-ssd-660p-series-2-tb,Intel 660p M.2 2TB NVMe PCIe 3.0 x4 3D NAND SSD. Description: Brand: Intel Intel SSD 660p Series 512GB M.2,660p,,SSD,,,512.0,,,PCIe 3.0 x4,NVMe,,,,,M.2,,,M.2
83464558,Asus,ASUS GT710-4H-SL-2GD5 4*HDMI (3Y),"GT710-4H-SL-2GD5ASUS GeForce® GT 710 with 4 HDMI ports and passive cooling to enable quiet multi-monitor productivity. 4x HDMI Ports enable multi-monitor productivity on up to 4 displays. Single-slot Design fits in small chassis and leaves room for additional PCIe devices. Passive Cooling keeps things quiet. Auto-Extreme Technology uses automation to enhance reliability. A 144-hour validation program puts cards through a series of stringent tests to ensure compatibility GPU Tweak II provides intuitive performance tweaking, thermal controls, and system monitoring.",109.0,SGD,4265706,https://banleong.com/BLT/product/asus-gt710-4h-sl-2gd5-4hdmi-3y,"ASUS GT710-4H-SL-2GD5 4*HDMI (3Y). Description: GT710-4H-SL-2GD5ASUS GeForce® GT 710 with 4 HDMI ports and passive cooling to enable quiet multi-monitor productivity. 4x HDMI Ports enable multi-monitor productivity on up to 4 displays. Single-slot Design fits in small chassis and leaves room for additional PCIe devices. Passive Cooling keeps things quiet. Auto-Extreme Technology uses automation to enhance reliability. A 144-hour validation program puts cards through a series of stringent tests to ensure compatibility GPU Tweak II provides intuitive performance tweaking, thermal controls, and system monitoring.",GT710-4H-SL-2GD5,GT710-4H-SL-2GD5,GPU,GeForce GT 710,,,,,,,,,,,,,,
83480659,Western Digital,"WD 4TB My Passport 2.5"" USB 3.0 Portable Hard Drive - White","WD 4TB My Passport 2.5"" USB 3.0 Portable Hard Drive - White",97.86,GBP,5211247,https://shop.bt.com/products/wd-4tb-my-passport-2-5--usb-3-0-portable-hard-drive---white-wdbyft0040bwt-wesn-CFGJ.html?refs=50131-50473,"WD 4TB My Passport 2.5"" USB 3.0 Portable Hard Drive - White. Description: WD 4TB My Passport 2.5"" USB 3.0 Portable Hard Drive - White",My Passport,,HDD,,,4000.0,,,USB 3.1,,,,,,,,White,"2.5"""
128973,MSI,MSI V375-032R plăci video NVIDIA GeForce GTX 1660 Ti 6 Giga Bites GDDR6,"MSI V375-032R, GeForce GTX 1660 Ti, 6 Giga Bites, GDDR6, 192 bit, 7680 x 4320 Pixel, PCI Express x16 3.0",1505.73,RON,738743,https://rmag.eu/acasa/265727-e10g18-t1-10gb-nw-cardw-10gbase-t-ports-4711174723102.html,"MSI V375-032R plăci video NVIDIA GeForce GTX 1660 Ti 6 Giga Bites GDDR6. Description: MSI V375-032R, GeForce GTX 1660 Ti, 6 Giga Bites, GDDR6, 192 bit, 7680 x 4320 Pixel, PCI Express x16 3.0",,V375-032R,GPU,GeForce GTX 1660 Ti,6.0,,,,PCIe 4.0 x16,,,,,,,GDDR6,,
