config,df1_idx,attribute,ground_truth,predicted,correct,unknown
RAG-full-k5,498,interface_type,USB Type-A,USB,True,False
RAG-full-k5,498,storage_connection_type,USB Type-A,USB,True,False
RAG-full-k5,499,model_number,DTIG4/128GB,DTIG4,True,False
RAG-full-k5,501,model_number,SSDPEKNW010T8X1,SSDPEKNW010T8X1,True,False
RAG-full-k5,502,form_factor,"2.5""",Portable,False,False
RAG-full-k5,503,bus_type,PCIe 3.0 x16,PCIe,True,False
RAG-full-k5,503,interface_type,USB Type-C,PCIe,False,False
RAG-full-k5,506,bus_type,SATA III,SATA III,True,False
RAG-full-k5,506,interface_type,SATA,SATA,True,False
RAG-full-k5,506,form_factor,"2.5""",2.5,True,False
RAG-full-k5,506,storage_connection_type,"2.5"" SATA","2.5"" SATA",True,False
RAG-full-k5,509,model_number,DT01ACA200,Toshiba DT01ACA200,True,False
RAG-full-k5,512,model_number,ST10000VN0004,ST10000VN0004,True,False
RAG-full-k5,513,model_number,WDS500G3X0C,WDS500G3XHC,False,False
RAG-full-k5,514,model_number,WD30PURZ,WD30EFRX,False,False
RAG-full-k5,514,storage_connection_type,3.5-inch SATA,3.5-inch SATA,True,False
RAG-full-k5,516,model_number,DUAL-RTX2070S-8G-EVO,RTX2070-8G-DUAL-EVO,False,False
RAG-full-k5,516,bus_type,PCIe 3.0,GDDR6,False,False
RAG-full-k5,517,model_number,ST16000NE000,ST16000NE000,True,False
RAG-full-k5,518,interface_type,USB Type C,USB 3.1 Type-C,False,False
RAG-full-k5,519,model_number,WD5003AZEX,WD5003AZEX,True,False
RAG-full-k5,521,model_number,ST3000VX010,STCA1000,False,False
RAG-full-k5,524,bus_type,PCIe 3.0 x16,PCIe 3.0 x16,True,False
RAG-full-k5,526,model_number,SDCZ71-032G-B35,SDCZ71-032G-B35,True,False
RAG-full-k5,530,model_number,MZ-V6E500BW,MZ-V6E500BW,True,False
RAG-full-k5,531,model_number,ST600MP0006,ST600MP0006,True,False
RAG-full-k5,532,model_number,3813430,3813430,True,False
RAG-full-k5,533,model_number,GV-N166SGAMING OC-6GD,GV-NX166SGAMING-6GD,False,False
RAG-full-k5,533,bus_type,PCIe 3.0 x16,PCIe 3.0 x16,True,False
RAG-full-k5,533,form_factor,ATX,ATX,True,False
RAG-full-k5,534,model_number,GT710-4H-SL-2GD5,NVIDIA GeForce GT 710,False,False
RAG-full-k5,535,model_number,GV-R55XTGAMING OC-8GD,GV-R55XTGAMING-8GC6,False,False
RAG-full-k5,537,bus_type,PCIe 3.0,PCIe 3.0,True,False
RAG-full-k5,543,model_number,DUAL-RTX3070-8G,DUAL-RTX3070-8G,True,False
RAG-full-k5,543,bus_type,PCIe,PCIe,True,False
RAG-full-k5,545,bus_type,USB 3.1,USB 3.1 Gen 2,True,False
RAG-full-k5,545,interface_type,USB Type C,USB-C,False,False
RAG-full-k5,545,form_factor,2.5,External SSD,False,False
RAG-full-k5,547,model_number,DTDUO3C/32GB,DTMD32G,False,False
RAG-full-k5,547,bus_type,USB 3.1,USB 3.0,False,False
RAG-full-k5,547,storage_connection_type,USB-C,USB Type-C,False,False
RAG-full-k5,548,bus_type,PCIe 3.0,PCIe,True,False
RAG-full-k5,550,model_number,PH-GTX1050TI-4G,Phoenix,False,False
RAG-full-k5,553,model_number,VCG20708STFMPB-O,VCG20708STFMPB-O,True,False
RAG-full-k5,553,bus_type,PCIe 3.0 x16,PCIe,True,False
RAG-full-k5,553,form_factor,Dual-Slot,Desktop/Graphics Card,False,False
RAG-full-k5,556,model_number,MZ-76P256E,MZ-76P256B/EU,False,False
RAG-full-k5,558,model_number,DUAL-RTX2070S-A8G-EVO,TBA (To Be Announced),False,False
RAG-full-k5,558,bus_type,PCIe 3.0,PCIe,True,False
RAG-full-k5,559,model_number,ZA1000GM1A001,ZA1000GM1A001,True,False
RAG-full-k5,560,model_number,ROG-STRIX-RTX2060-A6G-GAMING,ROG-STRIX-GEFORCE-RTX2060-A11G-G6G,False,False
RAG-full-k5,560,bus_type,PCIe x16,PCIe 3.0,False,False
RAG-full-k5,561,model_number,ST2000NX0273,ST2000NM0006,False,False
RAG-full-k5,561,bus_type,SAS 12G,SATA,False,False
RAG-full-k5,561,interface_type,SAS,SATA,False,False
RAG-full-k5,563,model_number,ST2000NX0253,ST6000NM0055,False,False
RAG-full-k5,563,bus_type,SATA III,SATA III,True,False
RAG-full-k5,570,interface_type,USB Type-C,USB 3.0,False,False
RAG-full-k5,572,form_factor,"2.5""",2.5-inch SATA,False,False
RAG-full-k5,572,storage_connection_type,2.5-inch SATA,SATA,True,False
RAG-full-k5,573,model_number,ST1000NX0313,ST2000NX0274,False,False
RAG-full-k5,574,model_number,11293-05-40G,NVTX1127AS,False,False
RAG-full-k5,576,bus_type,PCIe 4.0,PCIe 4.0 x16,True,False
RAG-full-k5,578,model_number,WDS500G1B0A,WDS500G1B0A,True,False
RAG-full-k5,578,form_factor,"2,5''",2.5,False,False
RAG-full-k5,578,storage_connection_type,2.5-inch SATA,SATA,True,False
RAG-full-k5,580,model_number,11293-01-20G,11293-01-20G,True,False
RAG-full-k5,580,bus_type,PCIe 4.0,PCIe x16,False,False
RAG-full-k5,581,model_number,GV-N166TWF2OC-6GD,GV-N166TF2C-6GD,False,False
RAG-full-k5,581,bus_type,PCIe 3.0 x16,PCIe 3.0 x16,True,False
RAG-full-k5,585,model_number,MZ-N6E500BW,MZ-N5E500BW,False,False
RAG-full-k5,586,model_number,ST6000VN0033,ST6000VN001,False,False
RAG-full-k5,587,model_number,GP-GSM2NE3100TNTD,M.2 PCIe NVMe SSD 1TB V2,False,False
RAG-full-k5,589,model_number,TUF-GTX1660S-6G-GAMING,TUF GAMING GEFORCE GTX 1660 SUPER 6GB TUF GAMING,False,False
RAG-full-k5,589,bus_type,PCIe 3.0,PCIe 3.0,True,False
RAG-full-k5,590,model_number,WDS100T1R0B,WDS100T1R0A,False,False
RAG-full-k5,593,model_number,GV-R56XTWF2OC-6GD,GV-R56XTWF2OC-6GD,True,False
RAG-full-k5,593,bus_type,PCIe 4.0,PCIe,True,False
RAG-full-k5,595,model_number,NED3090019SB-132BA,NED3090019SB-132BA,True,False
RAG-full-k5,595,bus_type,PCIe,PCIe,True,False
RAG-full-k5,596,bus_type,SATA III,SATA III,True,False
RAG-full-k5,596,interface_type,Serial ATA III,M.2,False,False
RAG-full-k5,600,model_number,AS102P-32G-RGY,AS102P-32G-TGY,False,False
RAG-full-k5,601,form_factor,"1""",2,False,False
RAG-full-k5,601,storage_connection_type,USB Type C,USB 3.2 Gen 2,False,False
RAG-full-k5,602,bus_type,USB 3.1,USB-C,False,False
RAG-full-k5,603,storage_connection_type,USB,USB,True,False
RAG-full-k5,604,model_number,ASX6000LNP-512GT-C,ASX6000LNP-512GT-C,True,False
RAG-full-k5,605,interface_type,USB 3.0,USB 3.0,True,False
RAG-full-k5,605,form_factor,Portable External,Portable External,True,False
RAG-full-k5,608,model_number,WDBYNN0010BYL-WESN,WDBY6E0010JCH-WESN,False,False
RAG-full-k5,608,form_factor,"2,5""",2.5,False,False
RAG-full-k5,608,storage_connection_type,USB 3.0,USB,True,False
RAG-full-k5,609,model_number,759208-B21,HDD300GBSC3YR,False,False
RAG-full-k5,613,model_number,TUF-GTX1660-6G-GAMING,TUF-GTX1660-6G-Gaming,True,False
RAG-full-k5,613,bus_type,PCIe 3.0,PCIe 3.0,True,False
RAG-full-k5,614,model_number,718037782898,WD10EZEX,False,False
RAG-full-k5,614,interface_type,SATA,SATA,True,False
RAG-full-k5,614,form_factor,3.5 col,3.5,True,False
RAG-full-k5,614,storage_connection_type,3.5 col,3.5-inch SATA,False,False
RAG-full-k5,615,model_number,08G-P4-3071-KR,08G-P4-3071-KR,True,False
RAG-full-k5,615,bus_type,PCIe 3.0,PCIe,True,False
RAG-full-k5,616,interface_type,Type-C,USB 3.1 Type-C,True,False
RAG-full-k5,616,form_factor,"2.5""",2.5,True,False
RAG-full-k5,616,storage_connection_type,Type-C,USB-C,False,False
RAG-full-k5,617,model_number,GV-N105TOC-4GL,GV-N105TOC-4GL,True,False
RAG-full-k5,617,bus_type,PCIe 3.0 x16,PCIe,True,False
RAG-full-k5,617,form_factor,Low Profile,Low Profile,True,False
RAG-full-k5,618,bus_type,USB 2.0,USB,True,False
RAG-full-k5,622,model_number,WDBYVG0010BBK-WESN,WDBY8L0010BBLA,False,False
RAG-full-k5,625,model_number,ZT-T20710D-10P,RTX2070-SUP-8GB-G6-AMP,False,False
RAG-full-k5,626,model_number,ST1200MM0129,ST1Z9000100,False,False
RAG-full-k5,629,model_number,90YV0DQ2-M0NA00,GV-N206SGAMING-16GV,False,False
RAG-full-k5,629,bus_type,PCIe 4.0,PCIe,True,False
RAG-full-k5,631,storage_connection_type,"2.5"" SFF","2.5"" SFF",True,False
RAG-full-k5,632,model_number,CT500P5SSD8,CT500P5SSD8,True,False
RAG-full-k5,633,bus_type,PCIe 3.0 x16,PCIe 3.0 x16,True,False
RAG-full-k5,635,bus_type,PCIe 4.0,PCIe 4.0,True,False
RAG-full-k5,636,bus_type,USB 3.2 Gen 2,USB 3.2 Gen 2,True,False
RAG-full-k5,636,interface_type,Type-C,USB-C/A,False,False
RAG-full-k5,637,bus_type,PCIe 3.0,PCIe 3.0,True,False
RAG-full-k5,639,model_number,GVN166TA-00-G,GV-N166T6GC-6GD,False,False
RAG-full-k5,639,bus_type,PCIe 3.0 x16,PCIe 3.0 x16,True,False
RAG-full-k5,640,model_number,WDS480G2G0A,WDS480G2G0A,True,False
RAG-full-k5,641,model_number,ST2000DM006,ST2000DM008,False,False
RAG-full-k5,642,model_number,AUV128-16G-RBE,AUV128-16G-RBE,True,False
RAG-full-k5,644,model_number,WDBS4B0020BBK-WESN,WDBYJ0100HBK-WESN,False,False
RAG-full-k5,644,bus_type,USB 3.0,USB 3.0,True,False
RAG-full-k5,644,interface_type,USB,USB,True,False
RAG-full-k5,644,form_factor,PORTABLE,2.5,False,False
RAG-full-k5,644,storage_connection_type,USB,USB,True,False
RAG-full-k5,645,bus_type,USB,USB,True,False
RAG-full-k5,645,interface_type,USB,USB,True,False
RAG-full-k5,645,storage_connection_type,USB,NAND,False,False
RAG-full-k5,650,storage_connection_type,"2.5""",SFF 2.5 Inches SAS,False,False
RAG-full-k5,651,model_number,ZT-T16620D-10M,ZT-A16620H-10M,False,False
RAG-full-k5,652,model_number,832514-b21,HPE1TBMS12G,False,False
RAG-full-k5,653,model_number,912-V373-283,912-V373-283,True,False
RAG-full-k5,653,bus_type,PCIe 3.0 x16,PCIe,True,False
RAG-full-k5,654,model_number,ROG -STRIX-RTX2060-O6G-EVO-GAMING,ROG -STRIX-RTX2060-O6G-EVO-GAMING,True,False
RAG-full-k5,655,storage_connection_type,2.5-inch SAS,2.5 Inches Dual Port SAS,False,False
RAG-full-k5,656,interface_type,SATA,SATA,True,False
RAG-full-k5,656,form_factor,2.5,7mm,False,False
RAG-full-k5,656,storage_connection_type,2.5-inch SATA,3.5 Inch,False,False
RAG-full-k5,659,form_factor,"2.5""",2.5,True,False
RAG-full-k5,660,bus_type,PCIe 4.0,PCIe 4.0,True,False
RAG-full-k5,663,model_number,TUF 3-RX5700XT-O8G-GAMING,TUF-3 RX 5700 XT O8G GAMING,False,False
RAG-full-k5,664,model_number,01G-P3-1313-KR,01G-P3-1313-KR,True,False
RAG-full-k5,664,bus_type,PCIe,PCIe,True,False
RAG-full-k5,664,form_factor,Low Profile,Low Profile,True,False
RAG-full-k5,665,form_factor,"2,5",2.5,False,False
RAG-full-k5,666,form_factor,2.5in,2.5in,True,False
RAG-full-k5,666,storage_connection_type,2.5-inch SATA,2.5-inch SATA,True,False
RAG-full-k5,667,model_number,SSDPEKNW010T9X1,SSDPEKNW010T9X1,True,False
RAG-full-k5,668,model_number,VCQP400DVI-PB,NVIDIA-VCQ-P400-2GB-GDDR5,False,False
RAG-full-k5,668,bus_type,PCIe 3.0 x16,PCIe 3.0 x8,False,False
RAG-full-k5,669,bus_type,PCIe,PCIe,True,False
RAG-full-k5,670,model_number,2240,2240,True,False
RAG-full-k5,673,interface_type,USB3.0,USB3.0,True,False
RAG-full-k5,673,form_factor,2.5,2.5,True,False
RAG-full-k5,676,bus_type,PCIe 3.0,PCIe 3.0,True,False
RAG-full-k5,677,interface_type,Micro USB,USB_2.0,False,False
RAG-full-k5,680,model_number,MZ-76Q4T0BW,MZ-80Q4T0BW,False,False
RAG-full-k5,683,model_number,11295-05-20G,RX 5500 XT NITRO+,False,False
RAG-full-k5,685,model_number,MU-PC1T0T,MU-A1090F/SV,False,False
RAG-full-k5,685,interface_type,Type C / A,Type C / A,True,False
RAG-full-k5,688,bus_type,PCIe 3.0,PCIe 3.0,True,False
RAG-full-k5,689,model_number,DUAL-RTX2060-O6G-EVO,RTX-2060-6GB-DUAL-OC-EVO,False,False
RAG-full-k5,689,bus_type,PCIe 3.0,PCIe 3.0,True,False
RAG-full-k5,690,bus_type,SATA III,SATA,True,False
RAG-full-k5,690,interface_type,SATA,SATA,True,False
RAG-full-k5,690,form_factor,"3.5""",3.5 inch,False,False
RAG-full-k5,690,storage_connection_type,"3.5"" SATA",3.5-inch SATA,False,False
RAG-full-k5,691,model_number,TUF-RTX3090-24G-GAMING,TUF-RTX3090-24G-GAMING,True,False
RAG-full-k5,691,bus_type,PCIe,PCIe,True,False
RAG-full-k5,693,model_number,WDS500G1R0A,WDS500G1R0A,True,False
RAG-full-k5,695,interface_type,ATX,PCIe,False,False
RAG-full-k5,696,model_number,DTDUO3/16GB,DTDUO/16GB,False,False
RAG-full-k5,696,interface_type,OTG,OTG,True,False
RAG-full-k5,697,model_number,GV-R57XTGAMING OC-8GD,GV-R57XTAORUS-8GD,False,False
RAG-full-k5,697,bus_type,PCIe 4.0,PCIe 3.0 x16,False,False
RAG-full-k5,700,form_factor,2.5-Inch,2.5,True,False
RAG-full-k5,700,storage_connection_type,2.5-inch SATA,"2.5"" Sata III",False,False
RAG-full-k5,701,model_number,DUAL-RTX2070S-O8G-EVO,RTX2070-8G-GAMING,False,False
RAG-full-k5,701,bus_type,PCIe 3.0 x16,PCIe 3.0,True,False
RAG-full-k5,704,model_number,V375-032R,GP66G-1660TI-VENTUS-XS-OC,False,False
RAG-full-k5,704,bus_type,PCIe 3.0 x16,PCIe,True,False
RAG-full-k5,705,model_number,781518-B21,P1061-10001,False,False
RAG-full-k5,706,bus_type,PCIe 3.0,PCIe,True,False
RAG-full-k5,707,model_number,STEA500400,STEA500400,True,False
RAG-full-k5,707,interface_type,USB 3.0,USB 3.0,True,False
RAG-full-k5,711,interface_type,USB 3.0,USB 3.0,True,False
RAG-full-k5,711,form_factor,"2.5""",2.5,True,False
RAG-full-k5,711,storage_connection_type,"2.5""",SATA,False,False
RAG-full-k5,712,model_number,MU-PC500T,T7P500TG,False,False
RAG-full-k5,712,bus_type,USB 3.2 Gen 2,NVMe,False,False
RAG-full-k5,712,interface_type,Type-C,USB3,False,False
RAG-full-k5,713,model_number,ST14000NE0008,ST14000NE0007,False,False
RAG-full-k5,713,interface_type,SATA,SATA,True,False
RAG-full-k5,714,model_number,861691-B21,HDD1T7K3583E,False,False
RAG-full-k5,715,model_number,WDS200T2B0B,WDS200T3B0C,False,False
RAG-full-k5,716,model_number,SDCZ60-064G-B35,C64GUSB20,False,False
RAG-full-k5,717,model_number,WD82PURZ,WD82PURZ,True,False
RAG-full-k5,719,model_number,ST1800MM0129,ST1800MM0129,True,False
RAG-full-k5,720,model_number,GV-N1650OC-4GD,GV-NX165OC-4GD,False,False
RAG-full-k5,721,model_number,100-505940,100-505941,False,False
RAG-full-k5,721,bus_type,PCIe 3.0 x16,PCIe 3.0 x4,False,False
RAG-full-k5,724,model_number,ZA250CM1A003,ST250LT003,False,False
RAG-full-k5,726,bus_type,USB 2.0,USB_3.0,False,False
RAG-full-k5,728,bus_type,USB 2.0,USB_3.0,False,False
RAG-full-k5,730,model_number,HDWQ140UZSVA,HDWD140UZSVA,False,False
RAG-full-k5,733,bus_type,PCIe 3.0 x16,PCIe 3.0 x16,True,False
RAG-full-k5,734,model_number,SKC2000M8 / 500G,SKC2000M8 / 500G,True,False
RAG-full-k5,735,model_number,WDS100T1R0A,WDS100T1R0A,True,False
RAG-full-k5,739,bus_type,PCIe 4.0,PCIe 4.0,True,False
RAG-full-k5,741,bus_type,PCIe 3.0,PCIe 3.0 x16,True,False
RAG-full-k5,742,model_number,652572-B21,652572-B21,True,False
RAG-full-k5,745,model_number,SDIX30C-032G-GN6NN,SDIX30C-032G-GN6NN,True,False
RAG-full-k5,745,interface_type,Lightning,iOS,False,False
RAG-full-k5,748,model_number,STEB4000100,STEA4000100,False,False
RAG-full-k5,748,bus_type,USB 3.0,USB 3.0,True,False
RAG-full-k5,749,model_number,ST12000NE0008,ST12TW012,False,False
RAG-full-k5,751,interface_type,USB Type-A,USB,True,False
RAG-full-k5,751,storage_connection_type,USB Type-A,USB,True,False
RAG-full-k5,753,model_number,SSDSC2KG960G801,SSD/S4610-960GB,False,False
RAG-full-k5,754,form_factor,"1""",Portable,False,False
RAG-full-k5,755,model_number,WDS500G2B0B,WDS500G3B0C,False,False
RAG-full-k5,756,form_factor,"2,5Zoll",2.5,False,False
RAG-full-k5,756,storage_connection_type,2.5-inch SATA,"2.5"" SATA",False,False
RAG-full-k5,757,model_number,90YV0DU0-M0NA00,90YV0DV1-M0NA00,False,False
RAG-full-k5,759,model_number,ST8000VX004,ST8000AS0002,False,False
RAG-full-k5,761,model_number,DTLPG3,DT100G3,False,False
RAG-full-k5,762,bus_type,PCIe 3.0,PCIe 3.0,True,False
RAG-full-k5,765,model_number,ST3000LM024,ST3000DM007,False,False
RAG-full-k5,767,form_factor,"2.5""",2.5,True,False
RAG-full-k5,768,model_number,STJP1000400,STJP1000400,True,False
RAG-full-k5,768,form_factor,external SSD,external SSD,True,False
RAG-full-k5,769,model_number,SSDPEKNW512G8X1,SSDPEKNW010T8X1,False,False
RAG-full-k5,769,interface_type,NVMe,NVMe,True,False
RAG-full-k5,772,model_number,MU-PA1T0B/WW,MU-PA1T0B/AM,False,False
RAG-full-k5,773,model_number,ASX6000LNP-1TT-C,ASX6000LNP-1TB-C,False,False
RAG-full-k5,776,model_number,90YV0AL0-M0NA00,GT710-Sl-1Gd5,False,False
RAG-full-k5,781,model_number,WDBYNN0010BWT-WESN,WDBYTN0010BCH-EESN,False,False
RAG-full-k5,781,bus_type,USB 3.0,USB 3.0,True,False
RAG-full-k5,783,bus_type,PCIe 4.0,PCIe 4.0,True,False
RAG-full-k5,784,model_number,WDBYFT0040BOR-WESN,WDBYWZ0040JSL-WESN,False,False
RAG-full-k5,784,interface_type,USB,USB,True,False
RAG-full-k5,785,model_number,AUV128-32G-RBE,AUV128-64G-RBE,False,False
RAG-full-k5,786,bus_type,PCIe,PCIe,True,False
RAG-full-k5,788,form_factor,"1""",Portable,False,False
RAG-full-k5,788,storage_connection_type,USB Type C,USB Type-C,False,False
RAG-full-k5,789,model_number,ROG-STRIX-RTX3080-10G-GAMING,ROG-STRIX-RTX3080-10G-GAMING,True,False
RAG-full-k5,789,bus_type,PCIe,PCIe,True,False
RAG-full-k5,790,model_number,AXRX 5700XT 8GBD6-3DHR/OC,AXRX 5700XT 8GBD6-3DHR/OC,True,False
RAG-full-k5,792,model_number,ROG -STRIX-RTX2070S-A8G-GAMING,ZT-T40706G-SF-G,False,False
RAG-full-k5,794,model_number,NE51660018J9-165F,NE61660018J9-161F,False,False
RAG-full-k5,795,model_number,GV-N207SWF3OC-8GD,GV-N207SGAFORCE-OC-8GD,False,False
RAG-full-k5,797,bus_type,PCIe 3.0 x16,PCIe 4.0,False,False
RAG-full-k5,798,model_number,ST16000NM001G,ST16000NM001G,True,False
RAG-full-k5,802,bus_type,PCIe 3.0 x16,PCIe,True,False
RAG-full-k5,803,model_number,ROG-STRIX-RTX3090-O24G-GAMING,ROG-STRIX-RTX3090-O24G-GAMING,True,False
RAG-full-k5,803,bus_type,PCIe,PCIe,True,False
RAG-full-k5,804,model_number,WDS500G1B0C,WDS500G1B0C,True,False
RAG-full-k5,806,bus_type,PCIe 3.0 x16,PCIe 3.0 x16,True,False
RAG-full-k5,806,form_factor,Full-height,ATX,False,False
RAG-full-k5,807,model_number,PBU120GS25SSDR,PBU120GS25SSDR,True,False
RAG-full-k5,809,bus_type,PCIe 3.0,PCIe 2.0,False,False
RAG-full-k5,810,model_number,MZ-V7S250BW,SM951YB,False,False
RAG-full-k5,811,model_number,SUV500MS-480GB,KC450S3/480G,False,False
